page_id,name,ID,ALIGN,EYE,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
278742,Darknight (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"2011, April",2011
284437,Darla Dudley (New Earth),Secret Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2011, July",2011
199070,Dawn Golden (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Deceased Characters,4.00,"2011, January",2011
240611,Delores Stebbins (New Earth),Secret Identity,Bad Characters,Black Eyes,Female Characters,,Living Characters,4.00,"2011, February",2011
284433,Eugene Choi (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"2011, July",2011
214707,Funerella (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"2011, February",2011
214614,King Bullet (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2011, February",2011
253037,Nemesis (New Earth),Public Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"2011, July",2011
225909,Nun the Less (New Earth),,,,Female Characters,,Living Characters,4.00,"2011, May",2011
284430,Pedro Pe\u00f1a (New Earth),Secret Identity,Good Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"2011, July",2011
286007,Penelope Black (New Earth),,Good Characters,,Female Characters,,Living Characters,4.00,"2011, August",2011
198979,Promise (New Earth),Secret Identity,Neutral Characters,Black Eyes,Female Characters,,Living Characters,4.00,"2011, February",2011
278740,Ri (New Earth),Secret Identity,Good Characters,Black Eyes,Female Characters,,Living Characters,4.00,"2011, February",2011
193703,Sasha Lo (New Earth),,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2011, January",2011
214709,Sawtooth (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2011, February",2011
199056,Therestra (New Earth),Public Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,4.00,"2011, January",2011
209728,Xane Swift (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2011, February",2011
169599,Alisa Adams (New Earth),Public Identity,,Brown Eyes,Female Characters,,Living Characters,4.00,"2010, June",2010
169369,Captain Murder (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"2010, April",2010
207228,Captain Swastika (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2010, April",2010
284378,Catherine Van Derm (New Earth),Public Identity,Good Characters,Green Eyes,Female Characters,,Living Characters,4.00,"2010, September",2010
207230,Count Berlin (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2010, April",2010
169406,Dead Hand Legendre (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2010, April",2010
246760,DJ Molecule (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2010, October",2010
164720,Funnel (New Earth),Secret Identity,Bad Characters,Black Eyes,Female Characters,,Living Characters,4.00,"2010, February",2010
198927,Fuseli (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2010, July",2010
169366,Hunter (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2010, April",2010
192405,Khea Taramka (New Earth),Secret Identity,Bad Characters,Black Eyes,Female Characters,,Living Characters,4.00,"2010, October",2010
191577,Milkman (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"2010, December",2010
218442,N.R.G.-X II (New Earth),,Bad Characters,Red Eyes,Male Characters,,Living Characters,4.00,"2010, March",2010
173445,Nasreen Samari (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2010, July",2010
298532,Nell Little (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2010, January",2010
222344,Neon Black (New Earth),Public Identity,Bad Characters,Green Eyes,Male Characters,,Deceased Characters,4.00,"2010, March",2010
188882,Nicole Morrison (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2010, November",2010
194025,Omega Man (New Earth),Secret Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,4.00,"2010, December",2010
178635,Randall Mikavic (New Earth),Secret Identity,Bad Characters,Grey Eyes,Male Characters,,Living Characters,4.00,"2010, September",2010
164727,Recluse (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2010, January",2010
192747,Roshanna Chatterji (New Earth),,,Brown Eyes,Female Characters,,Living Characters,4.00,"2010, November",2010
169376,Shadow of War (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"2010, April",2010
289283,Thomas Tomorrow (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,4.00,"2010, May",2010
231150,Veritas (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2010, June",2010
366178,Vohc (New Earth),Secret Identity,,Blue Eyes,Male Characters,,Deceased Characters,4.00,"2010, April",2010
179541,Winslow Heath (New Earth),Secret Identity,Bad Characters,Green Eyes,Male Characters,,Living Characters,4.00,"2010, September",2010
139187,"Alan von Neumann, Jr. (New Earth)",,Bad Characters,,Male Characters,,Living Characters,4.00,"2009, August",2009
317066,Amon (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2009, October",2009
161725,Archer (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2009, October",2009
209901,Ariadne Persakis (New Earth),Public Identity,Bad Characters,,Female Characters,,Deceased Characters,4.00,"2009, September",2009
139696,Az-Rel (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2009, July",2009
157206,Bettie Reynolds (New Earth),,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2009, December",2009
317067,Daystar (New Earth),,Bad Characters,,Transgender Characters,,Deceased Characters,4.00,"2009, October",2009
290768,Expediter (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2009, December",2009
295045,Getorix (New Earth),Public Identity,Neutral Characters,,Male Characters,,Deceased Characters,4.00,"2009, April",2009
345470,Giuana (New Earth),,Bad Characters,Brown Eyes,Female Characters,,Deceased Characters,4.00,"2009, August",2009
157285,Lena Luthor I (New Earth),Public Identity,,,Female Characters,,Living Characters,4.00,"2009, November",2009
303177,Malavar (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,4.00,"2009, November",2009
152542,Mark Sunderland (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,4.00,"2009, December",2009
179527,Miss Bloss (New Earth),,Neutral Characters,White Eyes,Female Characters,,Living Characters,4.00,"2009, July",2009
139697,Nadira Va-Dim (New Earth),,Bad Characters,,Female Characters,,Living Characters,4.00,"2009, July",2009
290763,Owens (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2009, August",2009
222225,Pele (New Earth),Public Identity,Neutral Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2009, October",2009
116615,Pristine (New Earth),,Good Characters,,Female Characters,,Deceased Characters,4.00,"2009, January",2009
93913,Richard Faulkner (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2009, January",2009
94565,TNTeena (New Earth),Secret Identity,,,Female Characters,,Deceased Characters,4.00,"2009, January",2009
139194,Unimate (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2009, August",2009
157076,Vitoria (New Earth),Secret Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2009, December",2009
158813,Widower (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2009, November",2009
290762,Zeddmore Washington (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,4.00,"2009, August",2009
177260,Braach (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2008, February",2008
129417,Caretaker (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2008, October",2008
126037,Carlo Calzone (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Living Characters,4.00,"2008, June",2008
181686,Citizen X (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,4.00,"2008, January",2008
268459,Cosmo Racer (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"2008, July",2008
135981,Dennis Finnegan (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2008, October",2008
129413,Diamond (New Earth),,Bad Characters,,Female Characters,,Living Characters,4.00,"2008, May",2008
63195,Elliot Caldwell (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2008, March",2008
143227,Gizmo II (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2008, November",2008
68644,Graak (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2008, June",2008
316319,Gwendolyn Lane (New Earth),,Good Characters,,Female Characters,,Deceased Characters,4.00,"2008, February",2008
287204,Insect Queen (New Earth),,Bad Characters,,Female Characters,,Living Characters,4.00,"2008, February",2008
289997,Jacob (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,4.00,"2008, August",2008
289995,Jared (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,4.00,"2008, August",2008
115583,King Kraken (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2008, June",2008
268584,Kusanagi (New Earth),Secret Identity,Good Characters,Black Eyes,Female Characters,,Living Characters,4.00,"2008, July",2008
129418,Matchmaker (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2008, October",2008
147414,Matris Ater Clementia (New Earth),,Good Characters,Pink Eyes,Female Characters,,Living Characters,4.00,"2008, July",2008
301867,Maximillion (New Earth),Public Identity,Bad Characters,,,,Living Characters,4.00,"2008, January",2008
167673,Qi-Yu (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2008, July",2008
223874,"Radiant, Spirit of Mercy (New Earth)",Secret Identity,Neutral Characters,,Female Characters,,Living Characters,4.00,"2008, November",2008
189250,The Thief (New Earth),Secret Identity,Bad Characters,Green Eyes,Male Characters,,Living Characters,4.00,"2008, January",2008
157434,Titus (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Deceased Characters,4.00,"2008, March",2008
117823,Zale (New Earth),,Good Characters,,Female Characters,,Living Characters,4.00,"2008, April",2008
38810,Amina Franklin (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2007, January",2007
32563,Bizarro Green Lantern (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2007, November",2007
32576,Bizarro Hawkgirl (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"2007, November",2007
32815,Bizarro Lex Luthor (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Living Characters,4.00,"2007, November",2007
32571,Bizarro Perry White (New Earth),Secret Identity,Neutral Characters,,Male Characters,,Living Characters,4.00,"2007, October",2007
144782,Cundiff Cood (New Earth),Public Identity,Good Characters,,Male Characters,,Deceased Characters,4.00,"2007, August",2007
149062,Dusan al Ghul (New Earth),Secret Identity,Bad Characters,Black Eyes,Male Characters,,Deceased Characters,4.00,"2007, October",2007
137969,Elias Stone (New Earth),Secret Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,4.00,"2007, April",2007
46979,Gorflack (New Earth),,Good Characters,Green Eyes,Male Characters,,Living Characters,4.00,"2007, December",2007
34239,Hassan the Mummy (New Earth),,Good Characters,,Male Characters,,Living Characters,4.00,"2007, August",2007
286357,Krusivax (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2007, August",2007
133421,Lucas Terrel (New Earth),,Good Characters,Brown Eyes,Male Characters,,Deceased Characters,4.00,"2007, January",2007
141266,Phosphorus Rex (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2007, July",2007
18506,Reichsmark (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"2007, March",2007
345462,Rena (New Earth),,Bad Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2007, September",2007
203031,Shaggy Man III (New Earth),Public Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,4.00,"2007, November",2007
309545,Vortigar (New Earth),,Bad Characters,Orange Eyes,Male Characters,,Living Characters,4.00,"2007, March",2007
38818,Wayne Franklin (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2007, January",2007
131419,Alexander Ferguson (New Earth),Public Identity,Good Characters,Blue Eyes,Male Characters,,Deceased Characters,4.00,"2006, August",2006
181392,Americommando II (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2006, December",2006
117827,Arx (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2006, August",2006
11756,Auctioneer (New Earth),Public Identity,Bad Characters,Green Eyes,Male Characters,,Living Characters,4.00,"2006, September",2006
14956,Bagman (New Earth),Secret Identity,Bad Characters,White Eyes,Male Characters,,Living Characters,4.00,"2006, July",2006
170030,Danielle Garrett (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,4.00,"2006, December",2006
95549,Diviner (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"2006, August",2006
12251,Ekron (New Earth),Secret Identity,Neutral Characters,Green Eyes,Male Characters,,Living Characters,4.00,"2006, September",2006
181660,Face (S.H.A.D.E.) (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2006, July",2006
215354,Khalid (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"2006, December",2006
181668,Lady Liberty V (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"2006, December",2006
10220,Luke Thatcher (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2006, August",2006
144387,Markot Five (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"2006, August",2006
176846,Mas y Menos (New Earth),Secret Identity,Good Characters,Black Eyes,Male Characters,,Living Characters,4.00,"2006, September",2006
12014,Molecule (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,4.00,"2006, December",2006
27210,Myrrt (New Earth),Secret Identity,,Black Eyes,Male Characters,,Deceased Characters,4.00,"2006, August",2006
97220,Pi\u00f1ata (New Earth),,Neutral Characters,,Female Characters,,Living Characters,4.00,"2006, September",2006
91457,Probe (New Earth),,Neutral Characters,,Female Characters,,Living Characters,4.00,"2006, May",2006
181469,Railgun (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2006, December",2006
152201,Roxanne Sutton (New Earth),Secret Identity,Bad Characters,Green Eyes,Female Characters,,Living Characters,4.00,"2006, October",2006
118441,Saber (New Earth),Secret Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2006, December",2006
181498,Spin Doctor II (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"2006, December",2006
61452,Tally Man II (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"2006, June",2006
62639,Talon (Earth-3),Secret Identity,Neutral Characters,Blue Eyes,Male Characters,,Living Characters,4.00,"2006, September",2006
53027,White Rabbit (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2006, July",2006
240067,Carla Marcus (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2005, May",2005
111761,Deuce Canyard (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2005, October",2005
303711,Eve II (New Earth),Secret Identity,Bad Characters,,Female Characters,,Deceased Characters,4.00,"2005, May",2005
141742,Firebug III (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2005, February",2005
366216,Kieran Calahan (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,4.00,"2005, February",2005
149706,Lucia (New Earth),Secret Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2005, July",2005
129515,Mad Dog (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"2005, October",2005
289937,Pandora II (New Earth),Public Identity,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2005, September",2005
41808,Soldado (New Earth),Secret Identity,,Brown Eyes,Male Characters,,Deceased Characters,4.00,"2005, January",2005
198124,Vincenzo Baldi (New Earth),,Neutral Characters,,Male Characters,,Deceased Characters,4.00,"2005, July",2005
257580,August Davezak (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2004, July",2004
156183,Elihu Washburn (New Earth),,,,Male Characters,,Deceased Characters,4.00,"2004, October",2004
114441,Fetch (New Earth),,Good Characters,Blue Eyes,Male Characters,,Living Characters,4.00,"2004, April",2004
320805,Gideon Rivers (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,4.00,"2004, December",2004
156176,Rubber Maid (New Earth),,Bad Characters,,Female Characters,,Living Characters,4.00,"2004, August",2004
320810,Sigourney Amundsen (New Earth),Public Identity,Good Characters,Green Eyes,Female Characters,,Living Characters,4.00,"2004, December",2004
63400,Daedalus Boch (New Earth),,,,Male Characters,,Deceased Characters,4.00,"2003, July",2003
160565,Judith Benoir (New Earth),Secret Identity,,Blue Eyes,Female Characters,,Living Characters,4.00,"2003, June",2003
82919,Major Victory II (New Earth),,Good Characters,,Male Characters,,Living Characters,4.00,"2003, March",2003
128258,Nnamdi (New Earth),Public Identity,Good Characters,Red Eyes,Male Characters,,Living Characters,4.00,"2003, March",2003
63734,Tucker Long (New Earth),,,,Male Characters,,Deceased Characters,4.00,"2003, August",2003
187575,Ubermensch II (New Earth),Secret Identity,Bad Characters,Blue Eyes,Male Characters,,Deceased Characters,4.00,"2003, June",2003
158528,Ale (New Earth),,,White Eyes,Female Characters,,Living Characters,4.00,"2002, August",2002
130335,Ariadne Pinxit (New Earth),Public Identity,Bad Characters,Blue Eyes,Female Characters,,Living Characters,4.00,"2002, December",2002
401440,Byakko (New Earth),Secret Identity,Good Characters,Blue Eyes,Female Characters,,Living Characters,4.00,"2002, March",2002
62301,Diana Prince (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,4.00,"2002, November",2002
214002,Lady Zand (New Earth),Public Identity,Bad Characters,Blue Eyes,Female Characters,,Living Characters,4.00,"2002, December",2002
301349,Nia (New Earth),,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2002, January",2002
240298,Rachel Berkowitz (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"2002, April",2002
193098,Sakki (New Earth),Secret Identity,Bad Characters,Red Eyes,Male Characters,,Living Characters,4.00,"2002, March",2002
317448,Valadin (New Earth),,Good Characters,,Male Characters,,Living Characters,4.00,"2002, January",2002
281756,Bunny (The Elite),Secret Identity,,,Female Characters,,Living Characters,4.00,"2001, March",2001
345106,Falizia (New Earth),,Good Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2001, May",2001
158250,Patricia Dugan (New Earth),,,Green Eyes,Female Characters,,Living Characters,4.00,"2001, September",2001
81449,Todd Oszechorski (New Earth),,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"2001, December",2001
127663,Clifford Grimm (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2000, November",2000
181540,Fear (New Earth),Secret Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"2000, February",2000
81447,Gorgeous Gilly (New Earth),,Bad Characters,,Female Characters,,Living Characters,4.00,"2000, September",2000
61122,Grace Balin (New Earth),Secret Identity,Bad Characters,,Female Characters,,Deceased Characters,4.00,"2000, July",2000
181547,Loathing (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"2000, February",2000
316857,Marc Navarone (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2000, October",2000
91845,Provoke (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,4.00,"2000, November",2000
130828,Samuel Yates (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,4.00,"2000, May",2000
112382,Shock Trauma (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Deceased Characters,4.00,"2000, November",2000
203456,Star (New Earth),Public Identity,,,Female Characters,,Living Characters,4.00,"2000, April",2000
18880,Sylvan Scofield (New Earth),Secret Identity,Bad Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"2000, October",2000
306070,Turk (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"2000, October",2000
8700,Al Bizarro (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"1999, July",1999
110531,Angelo Mirti (New Earth),Public Identity,Bad Characters,Black Eyes,Male Characters,,Deceased Characters,4.00,"1999, December",1999
158937,Bethany McCade (New Earth),,Good Characters,,Female Characters,,Living Characters,4.00,"1999, April",1999
158909,Dee Noyz (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,4.00,"1999, April",1999
185820,Isabelle Cheranova (New Earth),Secret Identity,Bad Characters,Hazel Eyes,Female Characters,,Living Characters,4.00,"1999, July",1999
361917,Kali (New Earth),,,Brown Eyes,Female Characters,,Living Characters,4.00,"1999, October",1999
290111,Lkz (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"1999, April",1999
158992,Rebecca McFadden (New Earth),,Good Characters,Green Eyes,Female Characters,,Living Characters,4.00,"1999, April",1999
335583,Richard Destine (New Earth),Public Identity,Neutral Characters,,Male Characters,,Living Characters,4.00,"1999, December",1999
137290,Waterman (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"1999, July",1999
90071,William Hayes (New Earth),Secret Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"1999, January",1999
58737,Ariella Kent (New Earth),,Good Characters,Blue Eyes,Female Characters,,Living Characters,4.00,"1998, November",1998
114307,Batrok (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"1998, April",1998
300231,Biff Bradley (New Earth),Public Identity,Good Characters,,Male Characters,,Deceased Characters,4.00,"1998, October",1998
127831,Claudio Volpe (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"1998, August",1998
202702,Dava Sborsc (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,4.00,"1998, January",1998
231668,Ellison (New Earth),Public Identity,Good Characters,,Male Characters,,Living Characters,4.00,"1998, May",1998
114585,Great Caesar (New Earth),,Good Characters,,Male Characters,,Living Characters,4.00,"1998, April",1998
202711,Joshua Stanzland (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"1998, August",1998
202706,Mark Meachum (New Earth),Public Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,4.00,"1998, August",1998
342731,Miss Fear (New Earth),,Bad Characters,Brown Eyes,Female Characters,,Living Characters,4.00,"1998, October",1998
303322,Scarlet Rose (New Earth),Secret Identity,Bad Characters,White Eyes,Female Characters,,Deceased Characters,4.00,"1998, August",1998
303318,Skull (New Earth),Secret Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"1998, August",1998
283552,Solution (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"1998, February",1998
127779,Armitage Hawsley (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"1997, December",1997
348277,Bradford Sackett (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"1997, December",1997
296511,Chas Parmenter (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"1997, August",1997
211589,Craig Windrow (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"1997, October",1997
344581,Eudia (New Earth),,Good Characters,,Female Characters,,Living Characters,4.00,"1997, May",1997
184502,Francis Beauvedere (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"1997, August",1997
61656,Nicholas Kotero (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"1997, September",1997
56432,Nora Fries (New Earth),,,,Female Characters,,Living Characters,4.00,"1997, May",1997
292394,Twelfth Knight (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"1997, July",1997
113340,Wiley Dalbert (New Earth),,Neutral Characters,,Male Characters,,Living Characters,4.00,"1997, October",1997
287996,Archer Braun (New Earth),Public Identity,Bad Characters,Blue Eyes,Male Characters,,Living Characters,4.00,"1996, September",1996
261109,Dalkriig-Hath (New Earth),Public Identity,Bad Characters,White Eyes,Male Characters,,Deceased Characters,4.00,"1996, June",1996
310618,Deadfall I (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"1996, July",1996
199148,Eldon Adams (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"1996, February",1996
2001,Floyd Barstow (New Earth),,Bad Characters,,Male Characters,,Deceased Characters,4.00,"1996, October",1996
332087,Guardian of Hy-Brasil (New Earth),Public Identity,Good Characters,,Female Characters,,Living Characters,4.00,"1996, February",1996
140675,Johnny Navarone (New Earth),Public Identity,Neutral Characters,,Male Characters,,Deceased Characters,4.00,"1996, August",1996
314374,JT Burns (New Earth),Public Identity,Bad Characters,,Female Characters,,Living Characters,4.00,"1996, December",1996
61273,Jugular (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"1996, November",1996
14620,Know Man (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"1996, October",1996
328441,Longshadow (New Earth),Public Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"1996, March",1996
392454,Mattie Harcourt (New Earth),Public Identity,,Brown Eyes,Female Characters,,Living Characters,4.00,"1996, September",1996
314381,Mr. Feekle (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"1996, December",1996
310600,Nathaniel (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"1996, July",1996
140700,Nicky Lincoln (New Earth),Public Identity,Bad Characters,,Male Characters,,Deceased Characters,4.00,"1996, August",1996
291626,Phat-Boy (New Earth),Secret Identity,Good Characters,,Male Characters,,Deceased Characters,4.00,"1996, September",1996
310610,Sureshot (New Earth),Secret Identity,Good Characters,,Male Characters,,Living Characters,4.00,"1996, July",1996
229451,Alan Armstrong (New Earth),Secret Identity,Good Characters,Blue Eyes,Male Characters,,Living Characters,4.00,"1995, October",1995
183081,Barbarian (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"1995, March",1995
183101,Battleax (New Earth),,Good Characters,,Female Characters,,Deceased Characters,4.00,"1995, August",1995
119419,Bomber (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"1995, June",1995
269371,Devlin (New Earth),Secret Identity,Bad Characters,,Male Characters,,Living Characters,4.00,"1995, March",1995
119421,Highkick (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"1995, June",1995
130382,Jacob Bernstein (New Earth),,Bad Characters,Blue Eyes,Male Characters,,Living Characters,4.00,"1995, December",1995
256602,Jacob Freeman (New Earth),Public Identity,Good Characters,Black Eyes,Male Characters,,Deceased Characters,4.00,"1995, May",1995
310830,Joshua Wayne (New Earth),,Good Characters,,Male Characters,,Deceased Characters,4.00,"1995, December",1995
197680,Julie Caesar (New Earth),,Bad Characters,,Male Characters,,Living Characters,4.00,"1995, August",1995
71092,Madolyn Corbett (New Earth),,Neutral Characters,Auburn Hair,Female Characters,,Deceased Characters,4.00,"1995, April",1995
130377,Paul Christian (New Earth),Public Identity,Bad Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"1995, September",1995
384026,Rafael Harris (New Earth),Public Identity,Neutral Characters,Brown Eyes,Male Characters,,Living Characters,4.00,"1995, February",1995
